"word","rating","sd","surveygroup","n","groupsize"
"passes",1.62962962962963,0.966681402775979,12,27,27
"thick",2.11111111111111,1.12089707663561,12,27,27
"votes",1.81481481481481,0.921413505980267,12,27,27
"butt",1.2962962962963,0.775331929653101,12,27,27
"slightly",2.88888888888889,1.62512326948624,12,27,27
"their",3.07407407407407,1.32798070902132,12,27,27
"price",1.88888888888889,1.01273936708367,12,27,27
"officers",1.81481481481481,0.962250448649376,12,27,27
"regional",2.85185185185185,1.37850821553043,12,27,27
"soon",1.4,0.763762615825973,12,25,27
"weight",3.11111111111111,1.52752523165195,12,27,27
"conservative",2.25925925925926,1.22764917917233,12,27,27
"dirt",1.51851851851852,0.700020349724556,12,27,27
"changed",2.22222222222222,1.33972825411417,12,27,27
"applications",2.48148148148148,1.55341733384993,12,27,27
"previously",2.7037037037037,1.539600717839,12,27,27
"selection",2.7037037037037,1.51441318451976,12,27,27
"population",2.77777777777778,1.52752523165195,12,27,27
"windows",1.81481481481481,0.921413505980267,12,27,27
"claims",2.11111111111111,0.847318545736323,12,27,27
"strategic",2.48148148148148,1.08735283249559,12,27,27
"gods",1.48148148148148,1.01414497409889,12,27,27
"politically",2.37037037037037,1.52285531784484,12,27,27
"throughout",4.11111111111111,1.64862024673626,12,27,27
"bowl",2.07407407407407,1.20658213804136,12,27,27
"first",1.48148148148148,0.848998068783269,12,27,27
"king",1.48148148148148,0.752961862879898,12,27,27
"snap",1.44444444444444,0.933699561847853,12,27,27
"act",1.51851851851852,0.975482932483676,12,27,27
"admitted",1.88888888888889,1.12089707663561,12,27,27
"joined",2.34615384615385,1.32490928571907,12,26,27
"medical",1.73076923076923,1.15091936494934,12,26,27
"restore",1.92592592592593,1.03500003440825,12,27,27
"industries",2.34615384615385,1.16420986741421,12,26,27
"review",2.25925925925926,1.19590945735847,12,27,27
"economy",1.84615384615385,0.924870053242408,12,26,27
"desk",1.33333333333333,0.733799385705343,12,27,27
"golf",1.51851851851852,0.975482932483676,12,27,27
"belongs",1.7037037037037,0.953326758688704,12,27,27
"it'll",2.37037037037037,1.66752114847962,12,27,27
"bird",1.55555555555556,0.933699561847853,12,27,27
"filled",1.92592592592593,1.03500003440825,12,27,27
"outer",2.40740740740741,1.27879929438815,12,27,27
"innovative",2.11111111111111,1.2810252304407,12,27,27
"growth",2.37037037037037,1.11452467095405,12,27,27
"mint",1.55555555555556,1.01273936708367,12,27,27
"episode",2.03703703703704,1.01835015443463,12,27,27
"band",1.2962962962963,0.668800005452637,12,27,27
"locked",1.77777777777778,1.01273936708367,12,27,27
"mainly",1.85185185185185,0.90739287156216,12,27,27
"principles",2.66666666666667,1.61721508012528,12,27,27
"students",1.92592592592593,1.14104964922404,12,27,27
"variables",2.80769230769231,1.26551904827168,12,26,27
"comes",1.65384615384615,0.93561990967733,12,26,27
"mobile",1.96296296296296,1.22416318298481,12,27,27
"adopted",1.74074074074074,0.984205755246823,12,27,27
"conspiracy",2.88888888888889,1.47630863287023,12,27,27
"strictly",1.85185185185185,0.988538303359044,12,27,27
"springs",1.7037037037037,1.03086277587178,12,27,27
"systems",2.44444444444444,1.12089707663561,12,27,27
"happens",1.59259259259259,0.93064325393615,12,27,27
"turned",1.85185185185185,1.09908016449084,12,27,27
"digital",2.11111111111111,1.08604197869474,12,27,27
"locus",2.07692307692308,1.26247619931869,12,26,27
"strong",1.40740740740741,0.797074422703197,12,27,27
"guaranteed",3.85185185185185,1.72545877296677,12,27,27
"companion",2.74074074074074,1.16330406742019,12,27,27
"island",3.59259259259259,1.52565898143567,12,27,27
"dancing",2.2962962962963,1.29540058594347,12,27,27
"achieved",3.07407407407407,1.26873425495121,12,27,27
"lights",3,1.54421999229883,12,27,27
"pride",1.62962962962963,0.838870492807861,12,27,27
"second",1.51851851851852,0.802417998224519,12,27,27
"enterprises",2.66666666666667,1.38675049056307,12,27,27
"worlds",1.7037037037037,1.13729824296325,12,27,27
"dinner",1.48148148148148,0.752961862879898,12,27,27
"following",2.03703703703704,1.22416318298481,12,27,27
"pain",1.59259259259259,0.888354540244934,12,27,27
"party",1.44444444444444,1.01273936708367,12,27,27
"creates",2.22222222222222,1.01273936708367,12,27,27
"processors",2.74074074074074,1.37540462836865,12,27,27
"experiment",2.37037037037037,1.36291960788223,12,27,27
"dare",1.51851851851852,0.935223970310789,12,27,27
"effort",1.46153846153846,0.811456430414806,12,26,27
"witch",2.25925925925926,1.53403922807611,12,27,27
"private",2.25925925925926,1.12975806098176,12,27,27
"reviews",2.03703703703704,0.939782359480579,12,27,27
"worried",2.38461538461538,1.1688258408137,12,26,27
"protect",1.55555555555556,0.800640769025436,12,27,27
"excess",2.40740740740741,1.30852998141071,12,27,27
"rats",1.22222222222222,0.640512615220349,12,27,27
"cloth",1.7037037037037,1.06752102536725,12,27,27
"remind",1.66666666666667,0.832050294337843,12,27,27
"final",1.59259259259259,0.888354540244934,12,27,27
"rand",1.55555555555556,0.847318545736323,12,27,27
"dealers",2.22222222222222,1.01273936708367,12,27,27
"cost",1.22222222222222,0.577350269189626,12,27,27
"fraud",2.85185185185185,1.29209739165268,12,27,27
"seat",1.85185185185185,0.863966866516735,12,27,27
"material",1.85185185185185,0.988538303359044,12,27,27
"somehow",1.66666666666667,0.877058019307029,12,27,27
"sentence",2.03703703703704,1.12596903501218,12,27,27
"beach",2.2962962962963,1.17062819476142,12,27,27
"comfortable",2.42307692307692,1.33185815830596,12,26,27
"spring",1.37037037037037,0.883530860030809,12,27,27
"trade",1.51851851851852,1.08735283249559,12,27,27
"teacher",2.37037037037037,1.24493274913047,12,27,27
"smell",1.44444444444444,0.800640769025436,12,27,27
"beating",2.07407407407407,0.957798996334261,12,27,27
"remove",1.88888888888889,1.05003052458683,12,27,27
"offers",1.7037037037037,1.10296156620447,12,27,27
"risks",1.66666666666667,0.960768922830523,12,27,27
"disaster",2.14814814814815,1.40613227585742,12,27,27
"fields",2.44444444444444,1.21949968724042,12,27,27
"curse",2.15384615384615,1.31733997714509,12,26,27
"sounded",2.2962962962963,1.29540058594347,12,27,27
"message",2.2962962962963,1.17062819476142,12,27,27
"aircraft",1.77777777777778,1.05003052458683,12,27,27
"turning",1.66666666666667,0.877058019307029,12,27,27
"damage",2.14814814814815,1.13353442157717,12,27,27
"trace",2.03703703703704,1.05544308892527,12,27,27
"description",2.62962962962963,1.33440128170906,12,27,27
"rise",1.85185185185185,0.818239371770675,12,27,27
"exercise",2.88888888888889,1.18754217199071,12,27,27
"server",1.7037037037037,1.03086277587178,12,27,27
"probably",1.85185185185185,1.19947756908849,12,27,27
"unless",1.44444444444444,1.01273936708367,12,27,27
"heck",1.34615384615385,0.79711016514947,12,26,27
"things",1.88888888888889,0.751067616198811,12,27,27
"necessary",2.77777777777778,1.36813554584145,12,27,27
"visiting",1.65384615384615,0.93561990967733,12,26,27
"socket",1.34615384615385,0.745241313525099,12,26,27
"as",1.22222222222222,0.577350269189626,12,27,27
"assassin",2.14814814814815,1.32152894271701,12,27,27
"got",1.37037037037037,0.741523802623725,12,27,27
"right",2.73076923076923,1.51149442096734,12,26,27
"smith",1.88888888888889,0.933699561847853,12,27,27
"personal",1.85185185185185,0.948833441803618,12,27,27
"enable",2.25925925925926,1.09518500694184,12,27,27
"web",1.2962962962963,0.775331929653101,12,27,27
"syntax",2.5,1.27279220613579,12,26,27
"election",2.34615384615385,1.49512026786631,12,26,27
"moves",1.74074074074074,0.944318744777362,12,27,27
"mud",1.51851851851852,1.12216721537356,12,27,27
"owned",2.03703703703704,1.09127594625887,12,27,27
"photo",3.07407407407407,1.46565621758588,12,27,27
"enemies",2.40740740740741,1.08341551299083,12,27,27
"sent",1.25925925925926,0.594370552161152,12,27,27
"record",1.48148148148148,0.975482932483676,12,27,27
"shop",1.7037037037037,1.17062819476142,12,27,27
"ignorance",2.55555555555556,1.21949968724042,12,27,27
"ancient",3.2962962962963,1.43620265376376,12,27,27
"apparent",2,1.38675049056307,12,27,27
"inn",1.2962962962963,0.668800005452637,12,27,27
"posted",1.65384615384615,1.09333646028321,12,26,27
"beings",1.96153846153846,1.03849002809923,12,26,27
"horse",1.73076923076923,0.919029588541841,12,26,27
"evening",2.03703703703704,1.09127594625887,12,27,27
"physically",3.48148148148148,1.52845750224935,12,27,27
"tried",2.07692307692308,1.05538910068569,12,26,27
"politics",1.92592592592593,1.20658213804136,12,27,27
"throw",1.7037037037037,0.953326758688703,12,27,27
"establish",2.03703703703704,0.979854050414632,12,27,27
"kill",1.33333333333333,0.9198662110078,12,27,27
"meets",1.51851851851852,0.935223970310789,12,27,27
"refer",1.88888888888889,1.18754217199071,12,27,27
"criteria",3.03703703703704,1.55616593641309,12,27,27
"pushed",2,1.20894104965398,12,27,27
"companies",2.22222222222222,1.42325016270543,12,27,27
"thing",1.59259259259259,1.00992228411052,12,27,27
"some",1.59259259259259,0.97109213930499,12,27,27
"primed",2.14814814814815,1.09908016449084,12,27,27
"concept",2.19230769230769,1.16684980247608,12,26,27
"furthermore",2.59259259259259,1.59950134679673,12,27,27
"notice",2.18518518518519,1.11068367846936,12,27,27
"wheel",2.18518518518519,1.11068367846936,12,27,27
"introduced",2.46153846153846,1.33358971893965,12,26,27
"quick",2.07407407407407,1.32798070902132,12,27,27
"straight",3.22222222222222,1.57707941689044,12,27,27
"dish",1.66666666666667,1.27097781860449,12,27,27
"speakers",2.07407407407407,1.14104964922404,12,27,27
"assignment",3.59259259259259,1.59950134679673,12,27,27
"hand",1.33333333333333,0.784464540552736,12,27,27
"ghost",2.55555555555556,1.08604197869474,12,27,27
"guarantee",3.33333333333333,1.75411603861406,12,27,27
"pacific",2.7037037037037,1.17062819476142,12,27,27
"perhaps",1.66666666666667,0.877058019307029,12,27,27
"note",1.66666666666667,1.03774904332554,12,27,27
"stopping",1.51851851851852,0.848998068783269,12,27,27
"sold",1.44444444444444,0.891555828241729,12,27,27
"policy",2.19230769230769,1.0205579167977,12,26,27
"gonna",1.66666666666667,1.10940039245046,12,27,27
"says",1.88888888888889,1.21949968724042,12,27,27
"dealing",1.88888888888889,0.933699561847853,12,27,27
"states",1.66666666666667,0.960768922830523,12,27,27
"site",1.7037037037037,1.2030350981137,12,27,27
"qualified",2.55555555555556,1.39596488090423,12,27,27
"balls",1.40740740740741,0.797074422703197,12,27,27
"industrial",2.34615384615385,1.38397421052006,12,26,27
"shares",1.92592592592593,0.828619144486589,12,27,27
"forget",1.44444444444444,0.751067616198811,12,27,27
"jumping",1.88888888888889,1.12089707663561,12,27,27
"alone",1.96296296296296,1.09127594625887,12,27,27
"tax",1.04,0.2,13,25,26
"effect",1.64,0.860232526704263,13,25,26
"ones",2.52,1.47535306508871,13,25,26
"patches",2.19230769230769,1.09614709849475,13,26,26
"play",1.2,0.5,13,25,26
"comic",1.72,1.1,13,25,26
"floppy",1.72,1.1,13,25,26
"problems",1.88,1.20138808606267,13,25,26
"capacity",2.64,1.31909059582729,13,25,26
"equal",2.56,1.4742229591664,13,25,26
"orders",1.28,0.541602560309064,13,25,26
"crystal",2.44,1.26095202129185,13,25,26
"prompt",1.8,1.3228756555323,13,25,26
"look",1.52,1.0847426730182,13,25,26
"inappropriate",2.68,1.37598449603669,13,25,26
"opinions",3.16,1.43410831761993,13,25,26
"chair",2.16,1.28062484748657,13,25,26
"detailed",2.24,1.16476034731041,13,25,26
"bidding",1.52,0.962635271879577,13,25,26
"haven't",2.24,1.50775771705315,13,25,26
"covers",1.68,1.06926766215636,13,25,26
"color",1.68,1.0295630140987,13,25,26
"at",1.25,0.84698955385992,13,24,26
"shirt",1.76,1.05198225587063,13,25,26
"come",1.96,1.17189305541646,13,25,26
"quickly",2.44,1.38684293751431,13,25,26
"term",1.52,0.871779788708135,13,25,26
"elements",2,1.10335456873474,13,24,26
"jet",1.16,0.553774924194538,13,25,26
"correction",2.88,1.5088627063675,13,25,26
"courses",2.64,1.22065556157337,13,25,26
"placing",2.48,1.32664991614216,13,25,26
"they're",2.64,1.57797338380595,13,25,26
"patent",1.8,1.15470053837925,13,25,26
"receive",3.08,1.41185457230316,13,25,26
"excel",2.68,1.37598449603669,13,25,26
"treaty",2.28,1.1,13,25,26
"crowd",1.56,0.916515138991168,13,25,26
"generation",2.36,1.41067359796659,13,25,26
"yard",1.4,0.763762615825973,13,25,26
"kicked",1.84,1.14309521329882,13,25,26
"kitchen",2.56,1.29357386079548,13,25,26
"lets",1.375,0.923721207705668,13,24,26
"collectors",2.16666666666667,1.23944821757828,13,24,26
"eyes",2.56,1.6350331291241,13,25,26
"seems",1.64,0.99498743710662,13,25,26
"lots",1.32,0.9,13,25,26
"trap",1.56,1.04403065089106,13,25,26
"excuse",2.6,1.22474487139159,13,25,26
"threat",2.92,1.44106442141449,13,25,26
"thrown",2.2,1.22474487139159,13,25,26
"eventually",2.96,1.51327459504216,13,25,26
"entries",2.79166666666667,1.66757221776128,13,24,26
"spleen",2.12,1.36381816969859,13,25,26
"disc",1.68,1.06926766215636,13,25,26
"ahead",2.44,1.12101144805335,13,25,26
"gently",1.96,1.09848380355227,13,25,26
"saw",1.44,0.768114574786861,13,25,26
"contact",1.28,0.541602560309064,13,25,26
"core",1.72,0.979795897113271,13,25,26
"breeding",1.64,0.7,13,25,26
"levels",1.64,0.952190457139047,13,25,26
"games",2.16,1.14309521329882,13,25,26
"caught",3.28,1.48660687473185,13,25,26
"know",3.21739130434783,1.6502485140435,13,23,26
"reasonably",2.72,1.48660687473185,13,25,26
"albums",1.64,1.15036226178249,13,25,26
"remains",2.28,1.42945210949277,13,25,26
"perfectly",2.08,1.18743420870379,13,25,26
"year's",2.44,1.58324561160506,13,25,26
"carpet",1.48,0.918331820930394,13,25,26
"grounds",2.625,1.46888008212113,13,24,26
"prices",2.16,1.37477270848675,13,25,26
"wolves",2.84,1.62480768092719,13,25,26
"fairly",2.48,1.53079500042734,13,25,26
"hell",1.36,1.113552872566,13,25,26
"gates",2,1.44337567297406,13,25,26
"add",1.52,1.22882057274445,13,25,26
"continuing",2.56,1.26095202129185,13,25,26
"flag",1.48,0.918331820930394,13,25,26
"clear",2.08,1.28840987267251,13,25,26
"amazing",1.84,0.98657657246325,13,25,26
"dumb",2.16,1.02794292967395,13,25,26
"plays",1.68,1.06926766215636,13,25,26
"mathematics",2.64,1.43990740443034,13,25,26
"proposal",2.16,1.17898261225516,13,25,26
"attacks",1.76,1.09087121146357,13,25,26
"batman",1.6,1.11803398874989,13,25,26
"falling",1.76,0.925562891794321,13,25,26
"forward",2.12,1.30128141972954,13,25,26
"union",2.96,1.27410099024109,13,25,26
"designing",3.125,1.51262800392591,13,24,26
"had",1.54166666666667,1.25036226634582,13,24,26
"assume",2.52,1.38804418757713,13,25,26
"matter",1.66666666666667,0.916831342257085,13,24,26
"rules",2.12,1.26885775404495,13,25,26
"struck",1.84,1.1060440015358,13,25,26
"writes",2.64,1.49666295470958,13,25,26
"matters",1.72,1.02143689640297,13,25,26
"provides",2.4,1.52752523165195,13,25,26
"being",2.4,1.35400640077266,13,25,26
"finish",1.8,1.19023807142381,13,25,26
"river",1.72,1.13724814061547,13,25,26
"positions",2.76,1.36259556239798,13,25,26
"poor",1.96,1.24096736459909,13,25,26
"area",2.28,1.27540843131393,13,25,26
"tech",2.64,1.35030860670194,13,25,26
"utility",2.24,1.33166562369588,13,25,26
"easiest",3,1.29099444873581,13,25,26
"provided",2.29166666666667,1.33446509937476,13,24,26
"listen",2.68,1.24899959967968,13,25,26
"capabilities",2.8,1.5545631755148,13,25,26
"zero",1.8,1.08012344973464,13,25,26
"obviously",3,1.60727512683216,13,25,26
"order",1.84,1.28062484748657,13,25,26
"gay",1.56,1.04403065089106,13,25,26
"vinyl",3.8,1.25830573921179,13,25,26
"ivory",2.36,1.25432584814845,13,25,26
"expertise",3.12,1.45258390463339,13,25,26
"picked",1.84,1.06770782520313,13,25,26
"prohibited",2.32,1.34536240470737,13,25,26
"flash",1.64,1.03601801786134,13,25,26
"interrupt",1.875,1.22696160600432,13,24,26
"counter",2.56,1.50222057856583,13,25,26
"functions",2.68,1.28192563486863,13,25,26
"board",2.88,1.26885775404495,13,25,26
"best",1.44,0.820568908339411,13,25,26
"follow",1.96,1.17189305541646,13,25,26
"article",1.88,0.92736184954957,13,25,26
"song",1.48,0.962635271879577,13,25,26
"heads",1.88,0.971253485622231,13,25,26
"demonstrate",2.64,1.52424844868982,13,25,26
"avail",2.58333333333333,1.10006587418037,13,24,26
"theory",2.88,1.33291660154215,13,25,26
"say",1.44,0.869865890046659,13,25,26
"extension",2.76,1.45143607047182,13,25,26
"holding",1.64,0.860232526704263,13,25,26
"alpha",3.32,1.51986841535707,13,25,26
"slower",1.65217391304348,0.982052380207062,13,23,26
"which",2.92,1.5790292376436,13,25,26
"report",1.84,1.06770782520313,13,25,26
"recording",2,1.04083299973307,13,25,26
"greater",2.68,1.28192563486863,13,25,26
"finds",1.92,1.32035348802256,13,25,26
"compiled",2.32,1.24899959967968,13,25,26
"closed",1.92,1.0770329614269,13,25,26
"numbers",1.48,0.77028133388609,13,25,26
"goes",2.28,1.06144555520604,13,25,26
"criminals",1.88,1.23558353285671,13,25,26
"essentially",3.2,1.44337567297406,13,25,26
"cannon",2.12,1.20138808606267,13,25,26
"disclaimer",2.64,1.31909059582729,13,25,26
"organization",2.76,1.56204993518133,13,25,26
"installing",1.96,1.13578166916005,13,25,26
"explore",2.28,1.62069943748576,13,25,26
"statistical",2,1.04083299973307,13,25,26
"requirement",3.16,1.59895799402819,13,25,26
"adapter",1.875,1.19099885007063,13,24,26
"tune",1.95833333333333,1.42886901662352,13,24,26
"nothing",2.16,1.06770782520313,13,25,26
"metal",1.45833333333333,0.779027636204913,13,24,26
"role",1.8,1.19023807142381,13,25,26
"you'd",2.48,1.38804418757713,13,25,26
"carries",2.24,1.56204993518133,13,25,26
"community",2.28,1.3699148392023,13,25,26
"drew",1.84,1.06770782520313,13,25,26
"alert",1.54166666666667,0.779027636204913,13,24,26
"fail",1.96,1.13578166916005,13,25,26
"regardless",1.92,1.18743420870379,13,25,26
"hill",1.6,1.19023807142381,13,25,26
"maps",1.44,1.04403065089106,13,25,26
"guns",1.56,1.22746350930146,13,25,26
"similar",2.04,1.24096736459909,13,25,26
"yet",1.48,1.04562580942387,13,25,26
"clay",1.48,0.822597511950204,13,25,26
"about",2.44,1.15758369027902,13,25,26
"encourage",3.04,1.17189305541646,13,25,26
"crisis",2.24,1.09087121146357,13,25,26
"pit",1.2,0.5,13,25,26
"bones",2.08,1.35154232884755,13,25,26
"answers",2.88,1.56311654502578,13,25,26
"house",2.76,1.50775771705315,13,25,26
"made",1.88,1.30128141972954,13,25,26
"perspective",2.44,1.35646599662505,13,25,26
"fighters",3.08,1.18743420870379,13,25,26
"allows",2.04,1.39880901722382,13,25,26
"attempting",2.08,1.22202018532156,13,25,26
"when",2.12,1.01324561023804,13,25,26
"spam",1.72,1.3076696830622,13,25,26
"situations",3.44,1.52970585407784,13,25,26
"decades",2.44,1.4456832294801,13,25,26
"pricing",2.6,1.52752523165195,13,25,26
"rush",2.24,1.45143607047182,13,25,26
"visa",1.84,0.943398113205661,13,25,26
"patient",3.44,1.00332779621949,13,25,26
"substance",2.6,1.38443731048635,13,25,26
"removing",2,0.866025403784439,13,25,26
"shared",2.24,1.2,13,25,26
"dying",2.12,1.16619037896906,13,25,26
"stomach",3.52,1.12249721603218,13,25,26
"professor",2.24,1.09087121146357,13,25,26
"here",2.32,1.43527000944073,13,25,26
"stage",2.32,1.54704018478297,13,25,26
"returned",2.16,1.51877143331927,13,25,26
"consultant",2.04,1.20692446601545,13,25,26
"fiction",3.04,1.42828568570857,13,25,26
"forgot",1.96,1.05987420637231,13,25,26
"career",2.12,1.23558353285671,13,25,26
"affairs",2.2,1.22474487139159,13,25,26
"dice",2.56,1.6350331291241,13,25,26
"labor",1.6,0.957427107756338,13,25,26
"row",1.64,1.15036226178249,13,25,26
"sciences",2.88,1.33291660154215,13,25,26
"sincerely",2.96,1.48548533034381,13,25,26
"reduction",2.76,1.50775771705315,13,25,26
"double",2.64,1.49666295470958,13,25,26
"tour",2.28,1.33915396177338,13,25,26
"explicit",3.08,1.552417469626,13,25,26
"division",2.68,1.31402688962847,13,25,26
"fire",2.04,1.30639452948436,13,25,26
"gotten",1.92,1.32035348802256,13,25,26
"producer",2.36,1.113552872566,13,25,26
"currently",2,1.24316312101612,13,23,26
"employment",2.32,1.40593978059754,13,25,26
"anyone",2.33333333333333,1.55106321645808,13,24,26
"hooked",2.08,1.32035348802256,13,25,26
"forcing",2.28,1.42945210949277,13,25,26
"pour",2.72,1.62069943748576,13,25,26
"dropping",1.68,0.988264472024906,13,25,26
"signal",2.04,1.13578166916005,13,25,26
"sector",1.72,1.02143689640297,13,25,26
"rated",1.92,1.18743420870379,13,25,26
"arcade",2.2,1.29099444873581,13,25,26
"damned",2.56,1.3253930234714,13,25,26
"places",2.36,1.46855938479405,13,25,26
"south",2.8,1.25830573921179,13,25,26
"dedicated",2.125,1.19099885007063,13,24,26
"participating",2.68,1.46401275039985,13,25,26
"animate",2.33333333333333,1.4939491483886,13,24,26
"restricted",2.08333333333333,1.13890361720181,13,24,26
"text",1.6,1.11803398874989,13,25,26
"longer",1.76,0.969535971483266,13,25,26
"devil",1.92,1.22202018532156,13,25,26
"objective",2.33333333333333,1.12931940514656,13,24,26
"instrument",2.24,1.12842072532072,13,25,26
"silver",1.95833333333333,1.30147630777903,13,24,26
"gross",2.04,1.05987420637231,13,25,26
"sitting",1.68,0.852447456836295,13,25,26
"announcement",2.96,1.69509095134548,13,25,26
"viewing",2.66666666666667,1.23944821757828,13,24,26
"pairs",2.06666666666667,1.38796137612298,14,30,30
"bite",1.46666666666667,0.937102406111642,14,30,30
"describe",2.16666666666667,1.3412123525798,14,30,30
"dump",1.26666666666667,0.739679955644067,14,30,30
"girlfriend",2.33333333333333,1.34762455974318,14,30,30
"twice",2.23333333333333,1.406471087346,14,30,30
"universe",2.5,1.38339911213224,14,30,30
"panel",1.86666666666667,1.35782110784873,14,30,30
"gateway",1.93333333333333,1.22989579971676,14,30,30
"leadership",2.4,1.45270259433451,14,30,30
"tools",1.6,1.06996616124385,14,30,30
"consistent",2.23333333333333,1.71571505819572,14,30,30
"whole",3.13333333333333,1.71671967332515,14,30,30
"winner",1.76666666666667,1.27801930084539,14,30,30
"players",1.83333333333333,1.41624402079471,14,30,30
"payment",1.6,1.32872767765984,14,30,30
"otherwise",2.4,1.35443078768193,14,30,30
"sheet",1.73333333333333,1.2847469449832,14,30,30
"show",1.93333333333333,1.14269292744673,14,30,30
"cellular",2.43333333333333,1.65432209959107,14,30,30
"derived",2.43333333333333,1.22286642723176,14,30,30
"global",1.96666666666667,1.47352107817163,14,30,30
"valley",1.82758620689655,1.36457647844203,14,29,30
"automatically",3.3,1.91455405809795,14,30,30
"also",1.63333333333333,1.21721370161624,14,30,30
"let's",1.7,1.23595558451611,14,30,30
"relate",1.8,0.961320930300846,14,30,30
"oriented",2.53333333333333,1.35782110784873,14,30,30
"meet",1.6,1.00344235097196,14,30,30
"gain",1.9,1.15519814690844,14,30,30
"consideration",2.86666666666667,1.50248835748162,14,30,30
"regular",1.96666666666667,1.32569652046304,14,30,30
"resolve",1.8,1.12648369595009,14,30,30
"prepare",1.93103448275862,1.25159996127125,14,29,30
"crimes",2.06666666666667,1.50707145411759,14,30,30
"interviews",2.7,1.55696433197247,14,30,30
"importance",2.33333333333333,1.60459111417151,14,30,30
"followed",2.1,1.26899362787455,14,30,30
"statements",2.27586206896552,1.46132405040619,14,29,30
"student",2.03333333333333,1.27261157856003,14,30,30
"flow",1.79310344827586,1.11417202906231,14,29,30
"everywhere",3.13333333333333,1.96053007141424,14,30,30
"license",3.76666666666667,1.77498583449099,14,30,30
"defined",2.23333333333333,1.33088856325993,14,30,30
"technique",4.56666666666667,1.65432209959107,14,30,30
"giant",2.6,1.67332005306815,14,30,30
"airport",1.86666666666667,1.19577801345871,14,30,30
"brief",2.43333333333333,1.54659433045272,14,30,30
"chance",1.8,1.12648369595009,14,30,30
"trying",1.93333333333333,1.28474694498321,14,30,30
"hire",1.73333333333333,1.11210683353507,14,30,30
"desperate",2.23333333333333,1.27801930084539,14,30,30
"ridiculous",3.36666666666667,1.56432938883779,14,30,30
"organized",2.43333333333333,1.79430772998532,14,30,30
"food",1.5,0.937715492474976,14,30,30
"viewed",2.43333333333333,1.52413533052256,14,30,30
"useless",1.96666666666667,1.03335187228457,14,30,30
"equivalent",3.03333333333333,1.37673610356182,14,30,30
"ton",1.83333333333333,1.41624402079471,14,30,30
"attitude",2.16666666666667,1.41624402079472,14,30,30
"favor",1.76666666666667,1.19433528860584,14,30,30
"by",1.6,1.13258934335868,14,30,30
"resist",1.53333333333333,1.07425461996016,14,30,30
"engineering",2.96666666666667,1.79046003206907,14,30,30
"settings",1.63333333333333,1.09806517403876,14,30,30
"homes",1.96666666666667,1.37673610356182,14,30,30
"knowing",3.23333333333333,1.85106368923633,14,30,30
"entity",2.1,1.18467222296383,14,30,30
"agreement",2.17241379310345,1.5134861724141,14,29,30
"roughly",4.16666666666667,1.53315841081203,14,30,30
"princess",2.3448275862069,1.5417027244707,14,29,30
"exclusively",2.86666666666667,1.43198279062413,14,30,30
"gang",1.56666666666667,1.10432795395438,14,30,30
"delivery",1.83333333333333,1.01991660691327,14,30,30
"fear",1.93333333333333,1.31131240743198,14,30,30
"matrix",2.06666666666667,1.14269292744673,14,30,30
"senate",2.26666666666667,1.22989579971676,14,30,30
"ruin",2.16666666666667,1.44038628279992,14,30,30
"beer",1.66666666666667,1.37297395141509,14,30,30
"gets",1.3,0.876906789368961,14,30,30
"perception",2.83333333333333,1.68325082306035,14,30,30
"plastic",1.7,1.23595558451611,14,30,30
"highly",3.5,1.88917058976721,14,30,30
"ears",2.4,1.45270259433451,14,30,30
"smooth",1.93103448275862,1.16284854936852,14,29,30
"building",2.8,1.60602314579448,14,30,30
"month",2,1.36457647844203,14,30,30
"grip",1.4,1.03723771092528,14,30,30
"stuck",1.86666666666667,1.45586408358921,14,30,30
"they'll",2.43333333333333,1.33088856325993,14,30,30
"check",1.86666666666667,1.35782110784873,14,30,30
"knew",3.56666666666667,1.71571505819572,14,30,30
"conferences",2.20689655172414,1.52079186010887,14,29,30
"process",2.16666666666667,1.31525094847761,14,30,30
"discrimination",2.63333333333333,1.4967397519467,14,30,30
"leading",2.06666666666667,1.14269292744673,14,30,30
"anyway",1.79310344827586,0.940338477997136,14,29,30
"reveal",2.1,1.15519814690844,14,30,30
"kit",1.4,1.06996616124385,14,30,30
"industry",2.03333333333333,1.29942516026374,14,30,30
"sue",2.8,1.58440677465927,14,30,30
"stack",1.56666666666667,0.935260735665815,14,30,30
"males",2.1,1.3982747990982,14,30,30
"situation",2.7,1.6006464211428,14,30,30
"founded",2.33333333333333,1.32178910450253,14,30,30
"it",1.26666666666667,0.827681986794667,14,30,30
"editor",1.86666666666667,1.19577801345871,14,30,30
"prevent",1.6,0.932183199398798,14,30,30
"principal",2.86206896551724,1.72635325657945,14,29,30
"member",1.72413793103448,1.27885416693834,14,29,30
"transition",2.79310344827586,1.54409729395591,14,29,30
"boards",2.92857142857143,1.43832648198629,14,28,30
"bit",1.37931034482759,0.902923549344346,14,29,30
"headed",2.24137931034483,1.15434497238518,14,29,30
"believe",2.93103448275862,1.556806128006,14,29,30
"form",1.41379310344828,0.732765864930867,14,29,30
"notion",3.06896551724138,1.70986704752067,14,29,30
"trust",1.58620689655172,1.1500696059466,14,29,30
"fathers",2.24137931034483,1.37983364457441,14,29,30
"constantly",1.93103448275862,1.27981679723418,14,29,30
"administration",3.06896551724138,1.62417087601113,14,29,30
"expand",1.89655172413793,1.42289512680026,14,29,30
"forwarded",2.10344827586207,1.51998185107132,14,29,30
